source_lead_key,twenty_record_id,rank,priority,diversified_review_rank,fit_score,score_confidence,why_it_fits
discovered:332cbec9-24d3-4be4-895c-a007c469455c,3f4440eb-18ec-49ad-8ead-86d4b10bd6de,1651,NURTURE,,19.9,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: license evidence, verified own site."
discovered:dbd6dc84-ddb6-4775-9817-de41a8b00618,e6e0459f-a9ff-45a2-8fda-5e95b81b7e81,1652,NURTURE,,19.8,MEDIUM,"Closest client patterns: Consumer services, Healthcare providers. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:634b69fa-2bc9-458d-bd10-d65bbe073972,0a133aa9-1aee-452a-aa5e-b09a38c96458,1653,NURTURE,,19.7,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:bc556096-363a-4cff-89fa-3cc598778091,a7ec50d3-2c84-4e7e-adfc-7d819de30b23,1654,NURTURE,,19.7,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:54a12726-7ce1-4d1d-80b6-84c66c482222,538c8dff-f183-4443-9033-1a8890cfbf01,1655,NURTURE,,19.7,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:fad14198-9fc9-4b5b-bc1c-43a1ed553efe,2caabdb1-ee14-4aeb-841d-f114fa696950,1656,NURTURE,,19.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:0bfc91da-d6ec-4bfd-98c9-d0c44c211fc1,09a3a3dc-f0b7-4661-8f6a-11f40bdf523d,1657,NURTURE,,19.6,LOW,"Closest client patterns: Healthcare providers. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:9064c6a1-ff02-4e92-bf6d-a51f4032032c,6cf14343-4083-409f-b2e8-d021e8ab167d,1658,NURTURE,,19.5,MEDIUM,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:9f9e79e6-4599-4400-8ade-cf5ff77836ca,4327b0a7-dd64-4e4b-bc69-1ee5a02b307d,1659,NURTURE,,19.5,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:03414275-9bf7-473f-9009-c5c353764d19,3b96ccd0-2217-4af7-8120-ec91c1d3ddf6,1660,NURTURE,,19.4,LOW,"Closest client patterns: Behavioral health and counseling, IT and technical services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:f50e83df-580f-423f-90a2-bfe4d77fb051,9c7a5447-37db-4ed3-9355-2d6fb9e0f6b5,1661,NURTURE,,19.1,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:a5fbc8c2-44d1-49bf-a610-82f65a4a2e88,4e9880a3-f380-4c78-9fac-e389c4c63e09,1662,NURTURE,,19.0,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:7cc94ecf-0e32-418f-af1a-1a24c0094a6e,ada2db3e-a058-46cc-aadf-4fa4add37471,1663,NURTURE,,19.0,LOW,"Closest client patterns: Healthcare providers, Elevator services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:7d7a9d1e-22a2-4a56-99c7-98caf08e0b33,5f0db4bf-61ed-4e72-950f-92effea4b12b,1664,NURTURE,,19.0,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:811f9038-e668-4e61-8f24-bbd0179cf4b3,890e074a-05c9-45d0-8d75-76bdf8414d53,1665,NURTURE,,18.9,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:daa55a19-6186-4a05-8c15-51adf1ea051c,02b366fa-45af-43bf-aae4-afb61637535c,1666,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d0a68a32-53bf-46e4-a63b-24719ea5b3ec,883a4629-749b-4abb-b5ca-796702cb02fa,1667,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:0ccbb9e2-6017-4f30-a18d-63c1b04ba95b,aa86fc0e-04ee-4c94-925f-662f9878dd9c,1668,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:a0bafddc-e42b-488c-8fdf-12dd59b3386f,a641082c-1fd7-4ae1-9592-c6cb3fd07b28,1669,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:00d612bc-fcd2-40cf-9416-fc589a53c5f3,575c6357-8dec-4733-9773-f8a2b53183d0,1670,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d3c5697c-387f-4e77-818b-62473696d488,7f5a33a2-4737-4131-9979-c6d44c78c639,1671,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:fb31f5be-ebb8-44e9-9891-f33da2b0aa0b,c69673b7-894a-4a9c-9e19-51a02f95789e,1672,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:0ed4f7df-7fcc-4d20-bd4f-689f8cdc5384,98423f1c-9881-45bf-97a5-cb016ef6f889,1673,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:c578c523-08a3-48f2-83c2-80fce1f12554,f502b3d6-9ea9-4204-93ea-6207dcb1aa01,1674,NURTURE,,18.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:aa2bd594-0fe8-4f3e-8843-ff824240f822,defc5e08-db8c-4d80-92ec-e864317a8a44,1675,NURTURE,,18.8,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:078c57c4-1252-4a66-9dfe-2dbdd4bbb913,8ddc5296-169e-40a8-b4b4-1dc6d6958031,1676,NURTURE,,18.8,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:3830b354-545d-4402-99cd-cb7b6ce9b9f8,74cdb16e-1503-4733-979a-764374ed1261,1677,NURTURE,,18.8,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:0bfdaade-3a5a-48d6-a50a-19be2a90072d,0312db01-e131-45a9-af1c-ad17008f7a6e,1678,NURTURE,,18.7,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:5c88cf48-a38e-4b7b-87c9-bfd20796c0fe,9ca67311-4d31-4eda-81b3-35638e96f372,1679,NURTURE,,18.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:2f1386a3-5edc-4ada-b0b4-304779986568,8e1b1675-f404-4433-b969-2c6c58ed68e5,1680,NURTURE,,18.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:05364687-6035-4745-a37c-751050d9db33,aee5bc13-13e4-4df6-8326-38e5d7b4e8c9,1681,NURTURE,,18.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:99894e45-1ff6-4128-9353-a0983745ab9d,607cbc67-3659-47b8-a037-06a32c935d8e,1682,NURTURE,,18.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:30e577a7-8bfd-4452-a41d-2fb9cbef1b33,723ddf6c-e357-4c87-bac9-2a0f47ff9f2a,1683,NURTURE,,18.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:09e06079-81cc-4962-9ddf-d4c4ef93c9ac,b072ae89-3f39-4e70-83e4-63e29eed09c0,1684,NURTURE,,18.5,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:58c79791-0311-4571-b8bd-4de45a3cf444,a7c36ac9-e61b-48ef-b62f-e68f9b6e924f,1685,NURTURE,,18.5,LOW,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:f6826f03-845c-4434-b916-e3b3ae426903,3a32d0b2-bd98-42c7-8841-cd482824d362,1686,NURTURE,,18.4,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:a31f6b2a-0737-44b0-975d-971aa177ec23,22419035-9e09-4dd6-8b14-174fa65c0458,1687,NURTURE,,18.2,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d87a0d0e-95aa-45b4-890d-bdc1f7c1b710,4e6c3b84-27d6-4d7d-b9e4-f1f00a3ae8d2,1688,NURTURE,,18.2,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:d7f06a5d-1b9a-4d0f-8c5b-7aa3a3ae8e31,778f467f-c1c9-4488-84fe-374e416dc61a,1689,NURTURE,,18.2,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:a6920470-d7d9-4d7a-881f-6ff86fc29da2,fb5de118-6437-4a59-9857-89e8f7884782,1690,NURTURE,,18.2,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:a45e13af-61be-4398-8ca7-b05313e97eee,ec782aa2-66a7-43b3-88e2-ca0647170e41,1691,NURTURE,,18.1,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:e9dbad7e-ebba-4d1c-935f-fc526f24ff94,ae252f4d-ada8-432a-9428-3b1fd120ae42,1692,NURTURE,,17.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:33654656-a061-4f66-a863-e948d0c1f068,aa544ec4-ad63-4770-9944-0a8a5c26b615,1693,NURTURE,,17.9,LOW,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:846d825b-3bae-4517-a14f-2e3e43d18991,4ecea48c-4eaa-4b7e-b492-833ef3337839,1694,NURTURE,,17.9,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
discovered:35599d87-51b3-4fdb-aacd-d1f0e75922a8,9c6e36e8-0a02-4592-8d07-e30d61e978a7,1695,NURTURE,,17.9,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:5898d227-6e04-478f-8318-1d07ac71360f,cc3b56b0-c3e2-42e9-a9a6-466a369826b0,1696,NURTURE,,17.8,MEDIUM,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: license evidence, verified own site."
discovered:529ed21b-5088-49e5-b525-3d15963ed25e,9563d041-47ac-498a-9a5d-ef9419ab5f90,1697,NURTURE,,17.8,LOW,"Closest client patterns: Healthcare providers, Funeral services. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:2bde6d2f-5898-4d44-9050-d906b6c646bc,d4412aef-290a-48c9-871f-2d5af4bf5c9e,1698,NURTURE,,17.8,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:815fb5c6-ad5a-4e2e-bb49-a864eaf2d28d,b60ef010-80d6-4939-bb86-31a751209418,1699,NURTURE,,17.8,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:4a13e2fb-5377-4a28-936b-cbfdf261edac,88b7e669-0a05-4afc-b373-41f3d0d103a7,1700,NURTURE,,17.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:f124f8d3-2eac-4b72-9e1a-3f0984441a2c,cd9ea2d1-bdb5-4ff5-9eac-0a2b7423d647,1701,NURTURE,,17.6,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:79cdf40e-77ba-4f89-819a-ced10c6abb74,a8d5f854-fa36-4123-8530-3c9c88426350,1702,NURTURE,,17.5,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:80d7eb7c-b398-4ed7-8df9-692bec45c8bd,e8b9c1b3-da44-486b-bec9-45a4a9a0ed96,1703,NURTURE,,17.4,LOW,"Closest client patterns: Healthcare providers, Behavioral health and counseling. Need signals: after hours coverage, appointment scheduling, on call escalation. Verification: verified own site."
discovered:51c808d9-493f-4112-af50-fdb8e0d8947a,2bf86390-5cd7-4f66-97a6-0b584f60212c,1704,NURTURE,,17.4,LOW,"Closest client patterns: IT and technical services, Consumer services. Need signals: after hours coverage, customer support, on call escalation. Verification: verified own site."
discovered:2132dc8d-1d2a-4ac0-bfc8-f00b8761f3e6,7ac4da20-76c2-40c2-af67-e74dbff86e68,1705,NURTURE,,17.3,HIGH,"Closest client patterns: Legal services. Need signals: after hours coverage, appointment scheduling, customer support. Verification: verified own site."
